0.000000000000000000e+00,1.576773615746139001e-01,1.360713993166589919e+00,1.051706366665195180e-01
1.000000000000000000e+00,2.048839019788940563e-01,1.224107215219079503e+00,1.040760078058239335e-01
2.000000000000000000e+00,2.549104906626517009e-01,1.191880079416094640e+00,1.051202393472754210e-01
3.000000000000000000e+00,3.018734513106035022e-01,1.187027184916190192e+00,1.086522921307994521e-01
4.000000000000000000e+00,3.411571501855932276e-01,1.189785418972830966e+00,1.144596306930032170e-01
5.000000000000000000e+00,3.705970722751090740e-01,1.194040976451134384e+00,1.220829131580822013e-01
6.000000000000000000e+00,3.903793923226899776e-01,1.197840429864016620e+00,1.309308104636494330e-01
7.000000000000000000e+00,4.020992265269793808e-01,1.200674658318663601e+00,1.403677734211656314e-01
8.000000000000000000e+00,4.077995805004172025e-01,1.202558916638855946e+00,1.497946835105065100e-01
9.000000000000000000e+00,4.093833832934577477e-01,1.203676969668064700e+00,1.587137632264161435e-01
1.000000000000000000e+01,4.083794952732278660e-01,1.204237167757259641e+00,1.667676551939602514e-01
1.100000000000000000e+01,4.141600869014746000e-01,8.997770926975022787e-01,2.751819157996234222e-01
1.200000000000000000e+01,3.943881097320399154e-01,8.036880134516036778e-01,3.960664008383970036e-01
1.300000000000000000e+01,3.581728356978332029e-01,7.645178951187110439e-01,4.978662087401017899e-01
1.400000000000000000e+01,3.191451510513610423e-01,7.458576632481697111e-01,5.622478046896596249e-01
1.500000000000000000e+01,2.856074859076956352e-01,7.354787619874820770e-01,5.931922642906070076e-01
1.600000000000000000e+01,2.598097706914974658e-01,7.288417385698480189e-01,6.034062991706808932e-01
1.700000000000000000e+01,2.409862244298127676e-01,7.241891002577246494e-01,6.034136380692752821e-01
1.800000000000000000e+01,2.275839260364505567e-01,7.207810007889086101e-01,5.993765853311061598e-01
1.900000000000000000e+01,2.181540500424817841e-01,7.182495600461951124e-01,5.943294788054782618e-01
2.000000000000000000e+01,2.115651425417283682e-01,7.163707674005285186e-01,5.895784066712834726e-01
2.100000000000000000e+01,2.113741826526411294e-01,9.898448870097408259e-01,3.937566707847751091e-01
2.200000000000000000e+01,2.264250395049310915e-01,1.117708972238218079e+00,3.066517377465198257e-01
2.300000000000000000e+01,2.477569590003083910e-01,1.163838916649437838e+00,2.592255138962752392e-01
2.400000000000000000e+01,2.714841953625403703e-01,1.179959060229050616e+00,2.308161420854847601e-01
2.500000000000000000e+01,2.949771540020457161e-01,1.186663600098974314e+00,2.131671464406248717e-01
2.600000000000000000e+01,3.163911579082203107e-01,1.190506156396155868e+00,2.022243598139733534e-01
2.700000000000000000e+01,3.346430424816225768e-01,1.193340919484515483e+00,1.956736773170224541e-01
2.800000000000000000e+01,3.493377059997315737e-01,1.195629329999442270e+00,1.920488564329520809e-01
2.900000000000000000e+01,3.605950804311283120e-01,1.197474492763008991e+00,1.903582589383918389e-01
3.000000000000000000e+01,3.688414900793232087e-01,1.198916990108224168e+00,1.899089068210157438e-01
3.100000000000000000e+01,3.746298411696090125e-01,1.200003631195234233e+00,1.902130444123528441e-01
3.200000000000000000e+01,3.785172334702808783e-01,1.200792370558878108e+00,1.909316529561567999e-01
3.300000000000000000e+01,3.809983759431372907e-01,1.201344035626486839e+00,1.918358671531110726e-01
3.400000000000000000e+01,3.824793765989774608e-01,1.201714985511796563e+00,1.927781488478076399e-01
3.500000000000000000e+01,3.832758970479446248e-01,1.201953225945265435e+00,1.936698450294986051e-01
3.600000000000000000e+01,3.836231904933410375e-01,1.202097273354523432e+00,1.944635966929458282e-01
3.700000000000000000e+01,3.836904600388273412e-01,1.202176733229826544e+00,1.951397808160971470e-01
3.800000000000000000e+01,3.835953817310205904e-01,1.202213560396777181e+00,1.956963732908024167e-01
3.900000000000000000e+01,3.834169732451989665e-01,1.202223536708814544e+00,1.961416219871629507e-01
4.000000000000000000e+01,3.832061519405280392e-01,1.202217671988467407e+00,1.964889895833566991e-01
4.100000000000000000e+01,3.829939762560423677e-01,1.202203399475151091e+00,1.967538379413255045e-01
4.200000000000000000e+01,3.827979621636370400e-01,1.202185557820079298e+00,1.969513530931618350e-01
4.300000000000000000e+01,3.826265880869503810e-01,1.202167137241477946e+00,1.970954410490298736e-01
4.400000000000000000e+01,3.824826373670963120e-01,1.202149856491076862e+00,1.971981505785816713e-01
4.500000000000000000e+01,3.823654908178064082e-01,1.202134590354338339e+00,1.972695286899806555e-01
4.600000000000000000e+01,3.822726511706507346e-01,1.202121663463898926e+00,1.973177058174178933e-01
4.700000000000000000e+01,3.822007945057123712e-01,1.202111072882855458e+00,1.973490754251918666e-01
4.800000000000000000e+01,3.821463940664072689e-01,1.202102636228919330e+00,1.973685494698767251e-01
4.900000000000000000e+01,3.821060842974134397e-01,1.202096067443085392e+00,1.973798281730188842e-01
5.000000000000000000e+01,3.820768621781102659e-01,1.202091072652107240e+00,1.973856293208086643e-01
5.100000000000000000e+01,3.820561652218126825e-01,1.202087356209101676e+00,1.973879097981563746e-01
5.200000000000000000e+01,3.820418817457828520e-01,1.202084648138849632e+00,1.973880431493266752e-01
5.300000000000000000e+01,3.820323202595535816e-01,1.202082719693339685e+00,1.973869676969337017e-01
5.400000000000000000e+01,3.820261599187036450e-01,1.202081380881791173e+00,1.973853032682391928e-01
5.500000000000000000e+01,3.820223900127757144e-01,1.202080478260861174e+00,1.973834439726989132e-01
5.600000000000000000e+01,3.820202533975447512e-01,1.202079890986717192e+00,1.973816268339076696e-01
5.700000000000000000e+01,3.820191976763995245e-01,1.202079526327577863e+00,1.973799783440955691e-01
5.800000000000000000e+01,3.820188351607110011e-01,1.202079315723237007e+00,1.973785506462166495e-01
5.900000000000000000e+01,3.820188871685782916e-01,1.202079208124704257e+00,1.973773635664921589e-01
6.000000000000000000e+01,3.820191671507436881e-01,1.202079156027691553e+00,1.973764083507867917e-01
6.100000000000000000e+01,3.882895510043730680e-01,8.978817162154345555e-01,3.103966716581023078e-01
6.200000000000000000e+01,3.702728771066031710e-01,8.017750036490918220e-01,4.260838544954827500e-01
6.300000000000000000e+01,3.379588633476539594e-01,7.625554594209557058e-01,5.162536459380014930e-01
6.400000000000000000e+01,3.038025013329530566e-01,7.439374585271679718e-01,5.699573230756770359e-01
6.500000000000000000e+01,2.746762754113615257e-01,7.337319430344610982e-01,5.944810276666124826e-01
6.600000000000000000e+01,2.522613806935035119e-01,7.273581162655755605e-01,6.018338352075373043e-01
6.700000000000000000e+01,2.358388018474528447e-01,7.229954025133122908e-01,6.009773764993814327e-01
6.800000000000000000e+01,2.240884401752453459e-01,7.198581918903622645e-01,5.969765108902973516e-01
6.900000000000000000e+01,2.157842904626993130e-01,7.175566882667039348e-01,5.922906903362084030e-01
7.000000000000000000e+01,2.099616488915360679e-01,7.158616753574947866e-01,5.879664081107235374e-01
7.100000000000000000e+01,2.059057792438833134e-01,7.146181630177407262e-01,5.843592234567681620e-01
7.200000000000000000e+01,2.030994995448132112e-01,7.137125886970142608e-01,5.815127826935845290e-01
7.300000000000000000e+01,2.011721803580475421e-01,7.130589421665299854e-01,5.793449915317161469e-01
7.400000000000000000e+01,1.998595250359028463e-01,7.125916015175509655e-01,5.777353307107088165e-01
7.500000000000000000e+01,1.989738266606661254e-01,7.122607217197073348e-01,5.765634125603472659e-01
7.600000000000000000e+01,1.983824129222622468e-01,7.120287838767542787e-01,5.757240863358341620e-01
7.700000000000000000e+01,1.979920644296950805e-01,7.118678474031751024e-01,5.751316064241182024e-01
7.800000000000000000e+01,1.977377555840642009e-01,7.117573373991610275e-01,5.747189163696820868e-01
7.900000000000000000e+01,1.975745063306242333e-01,7.116822702883900398e-01,5.744351023913071286e-01
8.000000000000000000e+01,1.974714886978954365e-01,7.116318940305568219e-01,5.742423252926789345e-01
8.100000000000000000e+01,2.013266192093948748e-01,9.857741769116853403e-01,3.852039279708741049e-01
8.200000000000000000e+01,2.187388290559839910e-01,1.115124242104273078e+00,3.006013674338264829e-01
8.300000000000000000e+01,2.419245940492996128e-01,1.162213419172841267e+00,2.544849444898040769e-01
8.400000000000000000e+01,2.672709690572737107e-01,1.178868849707195965e+00,2.269205805444758084e-01
8.500000000000000000e+01,2.921793667471361267e-01,1.185910025360306541e+00,2.099007431192848883e-01
8.600000000000000000e+01,3.147674060366961735e-01,1.189995387213756528e+00,1.994740107957757580e-01
8.700000000000000000e+01,3.339211996328567689e-01,1.193015270968433850e+00,1.933709625465968585e-01
8.800000000000000000e+01,3.492491697688961394e-01,1.195442954473674879e+00,1.901435670830224078e-01
8.900000000000000000e+01,3.609061345920708819e-01,1.197387916626104998e+00,1.888061709531411170e-01
9.000000000000000000e+01,3.693695034248745124e-01,1.198897267937528266e+00,1.886668918355949021e-01
9.100000000000000000e+01,3.752448972629106594e-01,1.200024983060052453e+00,1.892380415999379561e-01
9.200000000000000000e+01,3.791349619447482167e-01,1.200835961643055727e+00,1.901814704332890904e-01
9.300000000000000000e+01,3.815694338045012013e-01,1.201396997966492686e+00,1.912705559905624741e-01
9.400000000000000000e+01,3.829792441221180899e-01,1.201769150216154936e+00,1.923613085886128060e-01
9.500000000000000000e+01,3.836963421202186364e-01,1.202003819546227703e+00,1.933694984418305174e-01
9.600000000000000000e+01,3.839658955903415549e-01,1.202141889737277536e+00,1.942525874956936016e-01
9.700000000000000000e+01,3.839625371549094113e-01,1.202214491158454468e+00,1.949957443165998283e-01
9.800000000000000000e+01,3.838064178519002279e-01,1.202244497005058976e+00,1.956013931038924625e-01
9.900000000000000000e+01,3.835771758960467293e-01,1.202248222240148712e+00,1.960817112591098643e-01
